date,open,high,low,close,volume
2015-03-31,14387.73705134469,14662.069089614582,14248.213692238209,14662.069089614582,253382256
2015-04-01,14600.187260156308,14680.352313474794,14477.299323724847,14612.760856982315,340539820
2015-04-02,14613.680905688514,14662.803146026634,14519.702745633223,14662.803146026634,423988920
2015-04-03,14692.585255604385,15194.13750889305,14609.773018322985,15194.13750889305,110986868
2015-04-04,15310.05585982134,15430.956395387144,15104.004784532299,15104.004784532299,459499081
2015-04-05,15042.96207868563,15537.07891594845,14990.236958752876,15537.07891594845,480956761
2015-04-06,15493.6978092077,15557.648099589345,15179.38090621264,15179.38090621264,142734307
2015-04-07,15206.891747401345,15336.30787305021,14770.596933158176,14770.596933158176,261563548
2015-04-08,14818.519635754212,14917.052432733995,14679.915910225904,14791.226423397608,455401737
2015-04-09,14756.528006884477,15017.59462449248,14709.257902340487,15017.59462449248,125301054
2015-04-10,14989.435836508808,15248.797716221254,14951.840912879803,15248.797716221254,258148712
2015-04-11,15203.098973815366,15240.361829805255,14839.495351266773,14839.495351266773,370157776
2015-04-12,14856.207246121272,15221.415900195476,14756.950009851445,15221.415900195476,399641508
2015-04-13,15324.614846111097,15384.820333408845,15176.515811246358,15176.515811246358,106195200
2015-04-14,15215.552756741416,15273.815275611598,15103.3592736254,15243.008224702184,301418785
2015-04-15,15219.849184259843,15332.058824653273,15030.843067232998,15030.843067232998,195856757
2015-04-16,15097.942656919104,15226.74450236233,14950.831472373166,14980.651513827068,479710429
2015-04-17,15053.425343013092,15099.671299589587,14997.208894679843,14997.208894679843,122064334
2015-04-18,15088.153099733021,15222.530192495931,14948.961741969564,15222.530192495931,162468859
2015-04-19,15240.823956146885,15348.929476287385,15142.695532091275,15253.18522628327,490850994
2015-04-20,15307.909250959974,15401.46990510994,15181.324718831793,15246.048420360989,192525563
2015-04-21,15102.439525885096,15216.93315833651,14976.005312223813,15152.294414514443,462266761
2015-04-22,15212.631262234825,15274.485137997164,15126.328696038674,15209.272710613293,438235596
2015-04-23,15104.968325997344,15190.067014056891,15009.835614207885,15190.067014056891,465584022
2015-04-24,15118.68282935954,15201.820068487608,15046.637191532343,15201.820068487608,193580482
2015-04-25,15283.429672281094,15432.976240317166,15179.265714656476,15293.448572093448,275529362
2015-04-26,15373.380759301514,15446.880181168048,15257.333837109118,15257.333837109118,309230661
2015-04-27,15178.358648531834,15233.769823262883,15103.769782468062,15153.990470686758,114677069
2015-04-28,15066.072698807606,15107.328497657525,14790.70489603209,14790.70489603209,369658325
2015-04-29,14744.826812290954,14933.122880102552,14693.571314877276,14933.122880102552,462277582
2015-04-30,14938.275219005194,15117.465332603202,14817.579284144134,15117.465332603202,234285389
2015-05-01,15098.641364130392,15471.193027556334,15037.952442284473,15471.193027556334,479458566
2015-05-02,15507.630536266117,15709.27216134139,15472.834868103686,15709.27216134139,411008761
2015-05-03,15578.95655482852,15623.184485452985,15305.599980681958,15305.599980681958,346032411
2015-05-04,15222.831275165823,15267.861887522864,15075.191226307004,15075.191226307004,332367683
2015-05-05,14976.625324500494,15278.351641089177,14876.67737947285,15278.351641089177,472979745
2015-05-06,15384.605204656873,15865.638093406551,15307.217855746825,15865.638093406551,475581284
2015-05-07,15761.745985083473,16091.733568644097,15685.320843995532,16091.733568644097,445094085
2015-05-08,16137.029323464936,16182.443116074188,15798.498434221436,15798.498434221436,253250307
2015-05-09,15809.968464816746,15999.09146667662,15655.022279109184,15999.09146667662,297085687
2015-05-10,16044.429366246897,16240.777471721025,15943.665635069267,16240.777471721025,228759218
2015-05-11,16280.938202372732,16439.57889139363,16155.776538985869,16175.732638685422,420004819
2015-05-12,16179.621684891123,16226.8450592991,15784.6263710753,15784.6263710753,265916991
2015-05-13,15715.513483821109,15864.121182491579,15643.770003298547,15718.566584861415,322580384
2015-05-14,15550.472209061152,15649.821453793686,15376.002910961022,15376.002910961022,429554817
2015-05-15,15331.651455635534,15563.073414833354,15217.39965509863,15563.073414833354,143928336
2015-05-16,15483.404600921984,15589.447575353966,15354.051352327544,15466.758229310983,334200880
2015-05-17,15516.545925250794,15621.635443005596,15369.705022491722,15621.635443005596,372045192
2015-05-18,15524.637543853958,15670.749150973208,15403.968069539778,15406.245271231022,306564923
2015-05-19,15415.00599102405,15543.908406020384,15359.31128827008,15387.293451423293,266026013
2015-05-20,15422.584991517948,15482.509969384877,15313.546259030298,15320.233227941919,241158973
2015-05-21,15295.259445188874,15495.12062041039,15164.748123982388,15495.12062041039,375457318
2015-05-22,15518.018569847081,15646.631865625839,15419.971872367843,15646.631865625839,373781310
2015-05-23,15647.887775284371,15791.79508657974,15276.973700841792,15276.973700841792,287058125
2015-05-24,15386.393643741058,15458.133108571745,14858.08768013394,14858.08768013394,395139881
2015-05-25,14827.23575894775,14930.441949984466,14734.303260398185,14902.520249509897,181143014
2015-05-26,14977.7701500445,15163.828539464803,14930.66470518774,15163.828539464803,441641411
2015-05-27,15194.310449076725,15538.409459506047,15122.340257866952,15538.409459506047,406047781
2015-05-28,15590.914423324715,15679.096662653455,15065.936472855288,15065.936472855288,109828366
2015-05-29,15094.358399152243,15152.230337735724,14976.954169377674,14993.763573623493,152411802
2015-05-30,15069.377344471957,15382.647846144346,15008.8829495138,15382.647846144346,429848467
2015-05-31,15497.713460173673,15585.989155588533,15084.222009023762,15084.222009023762,221768331
2015-06-01,15051.046956182601,15168.577040178983,14949.547162027637,14990.353418907038,379744867
2015-06-02,15087.929314551187,15126.424239694072,14951.538702230948,14951.538702230948,354979367
2015-06-03,14916.381545972365,14965.966045754889,14842.707962259845,14842.707962259845,475770070
2015-06-04,14881.592344379485,15448.288835344898,14845.309636610249,15448.288835344898,465919368
2015-06-05,15399.59485383761,15541.93696269513,15354.71830312274,15541.93696269513,269670899
2015-06-06,15547.634478816504,15739.60980911381,15473.38479734417,15739.60980911381,286636634
2015-06-07,15719.090460319248,15807.42414269519,15364.758971528168,15364.758971528168,320705431
2015-06-08,15386.053112319141,15420.995351015421,15110.42648905033,15110.42648905033,230978076
2015-06-09,15195.540879370912,15616.979198244473,15084.487323520407,15616.979198244473,327787718
2015-06-10,15650.51261981887,15751.590562729758,15511.45693652308,15641.818154293156,250623294
2015-06-11,15654.195210672666,15760.065787387111,15614.486594082658,15654.359372513396,322431666
2015-06-12,15643.06002367629,15700.018237398004,15587.910387947979,15689.539800713295,256979628
2015-06-13,15658.585725780142,15913.688873252637,15590.433963794252,15913.688873252637,482506354
2015-06-14,15702.088422748908,16029.143046309888,15620.341709755923,16029.143046309888,356153253
2015-06-15,16048.241470674617,16123.265434693762,15962.415774602614,15962.415774602614,113942402
2015-06-16,15900.336607783865,16014.055757101509,15564.63796190278,15564.63796190278,209033558
2015-06-17,15644.351210975934,15744.690649808033,15581.28713363923,15584.085174248496,405428438
2015-06-18,15573.928624962924,15627.321616798468,15461.454197361738,15596.99652035703,337575970
2015-06-19,15523.658368508874,15713.170547531427,15389.506655385554,15713.170547531427,195277507
2015-06-20,15642.419413488396,15684.581992646392,15245.117718236143,15245.117718236143,455993750
2015-06-21,15311.434735520374,15428.285007435377,15169.268186058887,15387.299618349794,494352531
2015-06-22,15348.259170570853,15579.657697768997,15313.359916903371,15579.657697768997,446408467
2015-06-23,15716.353161195759,15817.195215165448,15414.497962668867,15414.497962668867,290978987
2015-06-24,15434.342065918448,15535.069869133991,15281.805412524904,15352.146710078066,314126719
2015-06-25,15249.079569704205,15342.093789408795,15128.101064737968,15234.373505181733,417165505
2015-06-26,15290.989319288396,15338.618435848775,14981.762985940813,14981.762985940813,131251097
2015-06-27,14989.315099566133,15051.947332334219,14699.62094310024,14699.62094310024,268787089
2015-06-28,14708.940000027644,15006.07808695428,14671.617488612883,15006.07808695428,229914532
2015-06-29,15041.53726057822,15273.738503564735,15010.131032725243,15273.738503564735,151048404
2015-06-30,15204.270952143534,15323.738155790801,14999.286992093332,14999.286992093332,134780908
2015-07-01,15037.557402085202,15177.636693897364,14811.146398402498,14811.146398402498,134954715
2015-07-02,14918.892142243589,14990.964877721233,14774.641114255426,14825.19295685219,354996160
2015-07-03,14769.199468209936,14827.726746668206,14693.664392666433,14810.575402188846,266188327
2015-07-04,14801.34739316515,14984.384271533196,14699.466206164467,14984.384271533196,419145269
2015-07-05,14961.566527781262,15428.662443317831,14843.95998537524,15428.662443317831,486290976
2015-07-06,15296.011354567803,15364.329517252607,15162.442953944204,15364.329517252607,444612346
2015-07-07,15440.16187103547,15566.266268491077,15048.856315120078,15048.856315120078,422714312
2015-07-08,14914.879606687271,15028.820403542955,14680.884683660583,14680.884683660583,463704344
2015-07-09,14639.597134284113,14795.015182375282,14528.957328304203,14795.015182375282,195112669
2015-07-10,14751.039622299837,14969.14614508682,14628.309372592095,14969.14614508682,381579064
2015-07-11,14952.21265634698,15046.93802729069,14656.305103255705,14656.305103255705,159912158
2015-07-12,14735.506363572938,14859.238299189266,14605.92872742532,14859.238299189266,221821649
2015-07-13,14854.936185105144,15002.020019322235,14514.783727773542,14514.783727773542,269336878
2015-07-14,14475.999740422016,14620.6848679053,14382.680893512295,14498.468901979213,273895929
2015-07-15,14472.265766593157,14585.846848966461,14313.156203743663,14313.156203743663,300844090
2015-07-16,14361.928333415935,14489.69694827362,14236.169613262782,14353.407009142338,396784273
2015-07-17,14377.812654700154,14850.353702830453,14307.108639563701,14850.353702830453,360606571
2015-07-18,14945.24202993307,15061.787032518941,14711.539198565035,14711.539198565035,380419854
2015-07-19,14813.680762134562,14921.72051196489,14696.610522374667,14852.660239261255,186621344
2015-07-20,14918.727158990147,14978.487909803736,14885.977475852102,14978.487909803736,191351453
2015-07-21,14965.612898053076,15109.485681780036,14934.546029634135,15109.485681780036,326275356
2015-07-22,15215.958256620723,15304.804312389278,15097.892664670333,15097.892664670333,193144811
2015-07-23,14965.13696995979,15083.371405258877,14587.606897092575,14587.606897092575,496471724
2015-07-24,14520.602229739774,14584.06401303592,14227.768763415288,14227.768763415288,280788888
2015-07-25,14210.003168690153,14308.068179003048,14169.13888295998,14308.068179003048,171425912
2015-07-26,14356.903278042051,14494.725091285076,14126.350488919295,14126.350488919295,484017322
2015-07-27,14129.903726780898,14258.112705724989,14033.730125667913,14187.9788572385,223368509
2015-07-28,14215.106964206807,14356.253722456046,13975.712759793127,13975.712759793127,390905747
2015-07-29,14017.45164811917,14138.634482050937,13917.287627275466,13917.287627275466,301628778
2015-07-30,13875.610611805923,13924.05739085878,13761.321705828535,13767.894180528292,318054148
2015-07-31,13728.604307646936,14021.127418716702,13684.24489100999,14021.127418716702,382751135
2015-08-01,13974.441377115196,14443.07594988867,13942.594725258636,14443.07594988867,185561923
2015-08-02,14454.96966604095,14585.348966592714,14272.813180510087,14272.813180510087,119391451
2015-08-03,14270.604416431346,14396.436159669298,14141.178358717183,14141.178358717183,439523022
2015-08-04,14283.311663318173,14424.404559678362,14208.072523654157,14424.404559678362,121827621
2015-08-05,14355.839321600564,14546.219464906608,14317.81975133181,14546.219464906608,350219468
2015-08-06,14548.830114899181,14746.874923137117,14442.668813452785,14746.874923137117,288028967
2015-08-07,14780.980651395974,14914.43871532318,14417.502383711275,14417.502383711275,243674535
2015-08-08,14383.322408480906,14430.545744732402,14245.705707388293,14245.705707388293,411262552
2015-08-09,14288.041723056145,14417.392751603204,14089.094433274995,14089.094433274995,488565752
2015-08-10,14030.373976837582,14141.888315916358,13952.437346530847,13952.437346530847,391916131
2015-08-11,13976.373386445399,14304.952585780286,13926.826263443181,14304.952585780286,461199116
2015-08-12,14308.27394887839,14409.211785009438,14249.91867449451,14349.28841612745,138679227
2015-08-13,14301.187336533334,14331.898017269283,14217.324050705452,14217.324050705452,487068897
2015-08-14,14114.85309649571,14370.822134556389,14075.048112290317,14370.822134556389,367269315
2015-08-15,14325.934388532269,14463.153676457778,14278.214404602291,14437.38435197732,190126859
2015-08-16,14386.844785486837,14455.427801892307,14286.606974483697,14415.539996433756,296460538
2015-08-17,14553.266396285238,14657.767423026937,14425.223537487993,14425.223537487993,136989387
2015-08-18,14278.429560370423,14394.988083874807,14171.821622019259,14250.364220409849,404524825
2015-08-19,14163.085367352156,14298.405562043728,14123.180180939686,14139.080683566051,265888038
2015-08-20,14146.693155396353,14422.269266983727,14023.339970642626,14422.269266983727,198023086
2015-08-21,14516.774346613196,14761.059690627262,14377.313023779121,14761.059690627262,211917803
2015-08-22,14719.23648551269,14786.443664463879,14311.490282544033,14311.490282544033,478406844
2015-08-23,14290.885155416037,14401.202104553879,14197.96578739872,14366.718904118541,285683482
2015-08-24,14399.529129659208,14517.135480387667,14273.414225787756,14473.555383788782,147347699
2015-08-25,14454.970592678628,14595.763308772965,14404.614230856452,14566.382681757317,474080014
2015-08-26,14562.758091635898,14606.468011086015,14337.606746824193,14337.606746824193,337536995
2015-08-27,14360.290709823292,14407.487295158991,14040.033799946566,14040.033799946566,426097396
2015-08-28,13994.21948630626,14170.681741320694,13915.26744188693,14170.681741320694,149909831
2015-08-29,14143.39890921049,14559.813661730474,14004.827560818023,14559.813661730474,278939423
2015-08-30,14613.836728381217,14880.207881871112,14478.475346334882,14880.207881871112,189859624
2015-08-31,14794.024344980091,14896.77248152998,14681.29802528433,14793.224904214947,356189129
2015-09-01,14735.496266677625,14869.003810295082,14696.298840534542,14749.311398564449,420035404
2015-09-02,14695.337983357278,14740.331082215023,14599.225670714044,14655.878362959422,376874925
2015-09-03,14696.366991890181,14899.023177139026,14588.156412130378,14899.023177139026,428779623
2015-09-04,14967.903870499431,15282.085135331632,14825.862983525154,15282.085135331632,323214950
2015-09-05,15347.884267078707,15493.40698943349,14994.787298024097,14994.787298024097,101308507
2015-09-06,15076.434663235535,15204.864793276907,14945.391060366606,14945.391060366606,185111891
2015-09-07,15032.988930162175,15519.129839698104,14945.08757650469,15519.129839698104,275037566
2015-09-08,15534.48685542427,15938.996458650712,15495.917572469829,15938.996458650712,208637707
2015-09-09,15896.814044981616,16029.037195628727,15650.832408435892,15650.832408435892,257507371
2015-09-10,15684.9765515854,16091.423663308617,15528.586805595034,16091.423663308617,208772994
2015-09-11,16030.306920338917,16090.652834397197,15944.58969027626,15988.082779148788,437491150
2015-09-12,15854.695477663166,15996.534437937513,15730.753733412477,15793.486078304028,316867219
2015-09-13,15853.300412462877,16182.520062966134,15757.566151043196,16182.520062966134,285974321
2015-09-14,16267.24350941573,16356.858507082095,16140.325478644561,16322.011695245425,210388641
2015-09-15,16414.52051379813,16577.6326962137,16344.416784908284,16562.197979911798,467916299
2015-09-16,16372.98980938563,16515.23809123605,16207.82986002841,16207.82986002841,211670041
2015-09-17,16228.954640255644,16349.21854251714,16165.656092212852,16349.21854251714,154181889
2015-09-18,16325.390375669547,16422.334181859384,16260.450444497183,16404.68282797243,228938364
2015-09-19,16171.035636905439,16358.223147168166,16061.984530835727,16358.223147168166,265458757
2015-09-20,16445.989280495785,16531.382901877547,16119.106378943014,16119.106378943014,138785284
2015-09-21,16062.03838609869,16328.922112001057,15905.295886496908,16328.922112001057,438398510
2015-09-22,16304.468805055825,16410.40173572605,16228.70006507146,16410.40173572605,416872284
2015-09-23,16369.888016279367,16614.519660309634,16304.576841924329,16614.519660309634,416038091
2015-09-24,16657.77260656658,16713.42545409509,16448.287583818106,16448.287583818106,266664164
2015-09-25,16462.90648410475,16832.010257691003,16371.192468856758,16832.010257691003,349710469
2015-09-26,16815.48544432153,16885.404180538775,16750.146652833824,16750.146652833824,233872126
2015-09-27,16802.846715635635,16860.649911371456,16490.98378558585,16490.98378558585,131073264
2015-09-28,16554.629252908424,16980.684821923325,16457.96384828013,16980.684821923325,361854458
2015-09-29,17010.102879941587,17243.905300217993,16905.919942256725,17243.905300217993,497943702
2015-09-30,17278.685397026846,17317.386001657935,17052.904703313863,17052.904703313863,442226255
2015-10-01,17063.18674656795,17119.479140804164,17003.349688356117,17079.530626487096,304449543
2015-10-02,17028.81838227427,17194.11328508072,16911.71879136174,16911.71879136174,257334720
2015-10-03,17081.12409299751,17199.714544226652,16928.226853892273,17073.210159955448,403266535
2015-10-04,17097.02988543017,17240.03086199353,16937.182531657076,16993.925867918337,489446802
2015-10-05,17148.177412061297,17364.034776958044,17092.029142272873,17364.034776958044,307069125
2015-10-06,17329.452486635095,17538.0482020411,17190.48029236685,17538.0482020411,488615924
2015-10-07,17577.818734247256,18003.30159690113,17485.831854241304,18003.30159690113,430854893
2015-10-08,18072.417524714292,18238.882656451504,17909.34776512526,18042.185426875876,388603414
2015-10-09,18018.604297292815,18367.198485162506,17904.07961989546,18367.198485162506,124733272
2015-10-10,18232.930960757392,18536.306931027088,18114.279954332294,18536.306931027088,123277458
2015-10-11,18336.7274305871,18408.247141292897,18064.044061255852,18064.044061255852,162994533
2015-10-12,18000.809441348054,18133.038030255222,17875.597201111166,18046.62882564068,480079021
2015-10-13,18049.608959568744,18900.27808912759,17891.181424880928,18900.27808912759,268519579
2015-10-14,18744.785619702656,18869.276844411193,18354.07704981478,18354.07704981478,183173418
2015-10-15,18406.888031129518,18594.63085510781,18229.36851360699,18594.63085510781,178308332
2015-10-16,18711.94627902756,18883.604328538615,18635.994519488828,18635.994519488828,442137230
2015-10-17,18630.16209354636,18676.40474773385,18453.63221219578,18659.28134540061,398750738
2015-10-18,18570.617274777684,18645.906504241386,18491.153915153805,18561.23358079961,346058522
2015-10-19,18632.662567299605,18756.522379817998,18582.037423488076,18648.81585196094,497867677
2015-10-20,18736.53719517905,18835.998094551513,18458.40412932536,18458.40412932536,341159626
2015-10-21,18505.79983896607,18586.526325980827,18351.327152007605,18355.81342642064,358679228
2015-10-22,18348.916764890397,18733.53245597773,18305.846347745366,18733.53245597773,135009897
2015-10-23,18944.32729314571,19072.169459048597,18786.14309225118,19014.657482159957,192796686
2015-10-24,19180.99549471222,19348.232492633404,18777.445013723478,18777.445013723478,343254320
2015-10-25,18711.64587215456,18921.356238419576,18551.08283787112,18921.356238419576,309329211
2015-10-26,18975.262596906967,19268.099749285153,18914.586694882895,19268.099749285153,310216374
2015-10-27,19297.9480310304,19450.30513697537,18954.17484244792,18954.17484244792,494019446
2015-10-28,18967.84554321546,19053.166218344108,18594.60382928931,18594.60382928931,448691910
2015-10-29,18619.49746899863,18714.964249547662,18190.23948922324,18190.23948922324,172045464
2015-10-30,18339.31912543243,18438.820878783357,18118.236459807566,18118.236459807566,389636080
2015-10-31,18227.314405206806,18333.933418314893,18058.81749566437,18333.933418314893,197163884
2015-11-01,18268.728910180398,18357.149018203632,17967.081335559105,17967.081335559105,181861168
2015-11-02,18053.809153552495,18187.420872730185,17925.241735732092,18187.420872730185,190827527
2015-11-03,18263.21958290214,18377.61422274158,18179.306115325995,18353.863657950755,456490498
2015-11-04,18231.843198535717,18413.502438642558,17821.739548075973,17821.739548075973,458928499
2015-11-05,17761.066569065486,17932.65627361418,17700.635898095614,17786.75805455039,379193886
2015-11-06,17833.250679156346,17927.335750116297,17652.42518923203,17652.42518923203,408406326
2015-11-07,17761.525400743645,17891.52722341499,17565.56339436891,17565.56339436891,324102031
2015-11-08,17540.780090121272,17712.562510480224,17300.506772348454,17300.506772348454,323342439
2015-11-09,17368.784572790508,17496.835373417314,17172.526454126477,17172.526454126477,130267797
2015-11-10,17145.98490083186,17197.795058329863,16998.38298610719,17195.3779696052,237559589
2015-11-11,17160.314609056804,17241.54117384647,17073.70176147585,17085.45975167433,366106842
2015-11-12,16947.84966111579,17093.63995955593,16876.030973635985,16963.110099587662,389425049
2015-11-13,17174.55522604982,17335.22552224878,17071.92510133775,17274.660196597495,385939003
2015-11-14,17314.73501423821,17478.268560643308,17214.78348611378,17214.78348611378,389694289
2015-11-15,17308.051883389286,17691.29008546638,17173.544495053327,17691.29008546638,169913666
2015-11-16,17779.04263037997,17826.110054704634,17600.872500535923,17600.872500535923,308411201
2015-11-17,17553.017538173033,17722.554816776643,17437.442653079703,17438.718384260148,347951625
2015-11-18,17455.946000161748,17611.23611819334,17292.173310650523,17396.993815808557,160980032
2015-11-19,17445.514928058543,17809.30822630076,17340.483706288196,17809.30822630076,201631912
2015-11-20,17898.159997559196,18035.155828167684,17793.88760507775,18035.155828167684,126231747
2015-11-21,18040.024275865617,18177.423686345763,17958.94286243017,18177.423686345763,126379085
